observer,age,luminance,s_frequency,col_dir_id,bkg_id,ge_sigma,area,log_cone_contrast,dataset,ge_lambda,stim_id,t_frequency,orientation,eccentricity,vis_field,var_log_cone_contrast,stimulus,L,M,S,bkg_label,R,L_delta,M_delta,S_delta,R_delta,col_dir_label,sensitivity,L_delta_norm,M_delta_norm,S_delta_norm
obs_63,NaN,50,4,1,1,0.13804224706826,0.059865127672007,-1.84615384615385,rovamo1993,0.552168988273042,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.523543742399614,0.225367498443025,0.014835346236058,NaN,NA,70.1703828670389,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,4,1,1,0.276466462098508,0.240123565063052,-2.09340659340659,rovamo1993,1.10586584839403,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.296278560450429,0.127537687118506,0.00839546855522919,NaN,NA,123.995691068473,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,4,1,1,0.553697917040357,0.963153821612097,-2.39010989010989,rovamo1993,2.21479166816143,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.149622507638866,0.0644073217316872,0.00423976360667785,NaN,NA,245.533011253185,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,4,1,1,1.10892793653066,3.86328298866628,-2.53846153846154,rovamo1993,4.43571174612262,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.106327421175379,0.0457702823767162,0.00301293660830331,NaN,NA,345.510729459223,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,4,1,1,2.22092431734489,15.4959209169076,-2.58791208791209,rovamo1993,8.88369726937957,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.0948843815727359,0.0408444490585448,0.00268868203175151,NaN,NA,387.179262201983,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,4,1,1,4.44799401375485,62.1553134387268,-2.75274725274725,rovamo1993,17.7919760550194,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.0649171681434162,0.0279445987138165,0.00183951900878013,NaN,NA,565.909849466364,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,0.0697135109630176,0.0152680573923005,-1.61538461538462,rovamo1993,0.55770808770414,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.890681032447383,0.383407421265867,0.0252386962771887,NaN,NA,41.246263829014,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,0.133998747604836,0.056409383242646,-1.86263736263736,rovamo1993,1.07198998083869,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.504045168994856,0.216974036052859,0.0142828268109515,NaN,NA,72.884866499332,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,0.272401094004082,0.233113576534588,-2.12637362637363,rovamo1993,2.17920875203266,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.274620651350667,0.118214705292865,0.00778176132463296,NaN,NA,133.774589314891,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,0.533458622666735,0.894028474922,-2.40659340659341,rovamo1993,4.26766898133388,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.144050049767761,0.062008571085115,0.00408186019726115,NaN,NA,255.031254144316,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,1.04470249335058,3.42874458816758,-2.58791208791209,rovamo1993,8.35761994680461,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.0948843815727359,0.0408444490585448,0.00268868203175151,NaN,NA,387.179262201983,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,8,1,1,2.08445551533644,13.6500780654603,-2.6043956043956,rovamo1993,16.6756441226916,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.0913505601759195,0.0393232610017557,0.00258854624611901,NaN,NA,402.156973981069,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,0.0318780082989586,0.00319250974354507,-0.901639344262295,rovamo1993,0.510048132783338,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,4.60752260924434,1.98337934420862,0.130560615403997,NaN,NA,7.97332275225632,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,0.0682448198629489,0.0146315136295742,-1.26229508196721,rovamo1993,1.09191711780718,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,2.00822207786446,0.8644702426047,0.0569057892039035,NaN,NA,18.2934274335285,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,0.132839089464919,0.0554372467076938,-1.59016393442623,rovamo1993,2.1254254314387,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.9439367286019,0.406332159063657,0.0267477711213905,NaN,NA,38.9192026739295,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,0.26860309593562,0.226658442850066,-1.80327868852459,rovamo1993,4.29764953496991,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.577867314845682,0.248751920100984,0.0163746808527286,NaN,NA,63.5738757116483,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,0.543120428157202,0.92670637100898,-1.86885245901639,rovamo1993,8.68992685051523,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.496883253855302,0.213891078950431,0.0140798839005433,NaN,NA,73.9354054836423,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,16,1,1,1.07749880999025,3.64740064925302,-1.78688524590164,rovamo1993,17.2399809598441,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,0.600097162637971,0.258321101779587,0.017004594768349,NaN,NA,61.2188611096406,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,32,1,1,0.0681384541841504,0.0145859401172504,-0.590163934426229,rovamo1993,2.18043053389281,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,9.43936728601902,4.06332159063658,0.267477711213906,NaN,NA,3.89192026739294,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,32,1,1,0.136984353779243,0.0589510850740029,-0.868852459016393,rovamo1993,4.38349932093578,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,4.96883253855298,2.13891078950429,0.140798839005432,NaN,NA,7.39354054836428,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,32,1,1,0.275390943410654,0.238258926299324,-0.983606557377049,rovamo1993,8.81251018914092,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,3.81505024324592,1.64224736182315,0.108104799432996,NaN,NA,9.62956252459902,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,NaN,50,32,1,1,0.553641124845763,0.962956252459903,-1.08196721311475,rovamo1993,17.7165159950644,-1,0,0,0,180,0,grating,36.7372648518233,15.8141236515338,1.04100192534928,D65,NaN,3.0418626905474,1.30941682548576,0.0861954456947225,NaN,NA,12.0772265513445,0.918203011274591,0.395254682570263,0.0260185701481506
obs_63,Inf,40,1.2,2,2,0.5,0.785398163397448,-1.80515682086008,colorfest,1.2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.279018897498961,0.129487777735887,0.0219033903421326,NaN,NA,63.8494000522813,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,2,2,2,0.5,0.785398163397448,-1.99337433613994,colorfest,2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.180890643220921,0.083948175603337,0.0142001792825593,NaN,NA,98.4859630732807,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,2.8,2,2,0.5,0.785398163397448,-2.00368040366947,colorfest,2.8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.176648533159067,0.0819794867089848,0.0138671674565075,NaN,NA,100.851045236337,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,4,2,2,0.5,0.785398163397448,-1.91989324101739,colorfest,4,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.214238341762721,0.0994242577450495,0.0168180222484664,NaN,NA,83.1559330695752,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,5.66,2,2,0.5,0.785398163397448,-1.87565644583208,colorfest,5.66,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.237210546111571,0.110085254965993,0.018621373789822,NaN,NA,75.1028548291369,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,8,2,2,0.5,0.785398163397448,-1.59786281053701,colorfest,8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.449704909293305,0.208700162832253,0.035302491176467,NaN,NA,39.6152873593342,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,11.3,2,2,0.5,0.785398163397448,-1.41335107702719,colorfest,11.3,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.687763877417246,0.319179155577116,0.0539904673314992,NaN,NA,25.9030603285809,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,16,2,2,0.5,0.785398163397448,-1.14436555537491,colorfest,16,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,1.27768819971345,0.592952689238108,0.100300386908255,NaN,NA,13.9432994783493,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,22.6,2,2,0.5,0.785398163397448,-0.730831735578253,colorfest,22.6,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,3.31099636237523,1.53657535349258,0.259918042815562,NaN,NA,5.38061273971845,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,30,2,2,0.5,0.785398163397448,-0.414687653704042,colorfest,30,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,6.85650481751714,3.18198365707113,0.538245626898264,NaN,NA,2.59829019051267,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,1.2,2,2,0.5,0.785398163397448,-1.73060844970951,colorfest,1.2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.331269909821952,0.153736556334046,0.026005171006241,NaN,NA,53.7784709095153,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,2,2,2,0.5,0.785398163397448,-1.9757847829985,colorfest,2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.188367362204938,0.0874179897796317,0.0147871126259754,NaN,NA,94.5768364541586,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,2.8,2,2,0.5,0.785398163397448,-2.09893141570299,colorfest,2.8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.14185969556014,0.0658345972012177,0.0111361929730276,NaN,NA,125.583162562231,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,4,2,2,0.5,0.785398163397448,-2.04451200608884,colorfest,4,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.160797181894601,0.0746231525404212,0.0126228132664938,NaN,NA,110.792919369912,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,5.66,2,2,0.5,0.785398163397448,-1.70915197659658,colorfest,5.66,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.348047455116588,0.161522720911209,0.0273222327782759,NaN,NA,51.1860924326826,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,8,2,2,0.5,0.785398163397448,-1.9281575443274,colorfest,8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.210200088656618,0.0975501752892318,0.0165010134907222,NaN,NA,84.7534809448177,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,11.3,2,2,0.5,0.785398163397448,-1.69072628658015,colorfest,11.3,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.363131691478202,0.168523050504711,0.0285063673297452,NaN,NA,49.0598579706367,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,16,2,2,0.5,0.785398163397448,-1.28260081894677,colorfest,16,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.929372077626277,0.431305284696923,0.0729570633809953,NaN,NA,19.1690600970708,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,22.6,2,2,0.5,0.785398163397448,-0.916277469392234,colorfest,22.6,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,2.16029454899949,1.00255481944887,0.169586272416883,NaN,NA,8.24664822526561,0.904788433511642,0.419896446537257,0.0710272114680906
obs_71,Inf,40,30,2,2,0.5,0.785398163397448,-0.499965467875786,colorfest,30,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,5.63410545227654,2.61468954642275,0.442285494122886,NaN,NA,3.16202622749262,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,1.2,2,2,0.5,0.785398163397448,-1.47570286884807,colorfest,1.2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.595782263864258,0.276492101623783,0.0467697765323831,NaN,NA,29.9021811978891,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,2,2,2,0.5,0.785398163397448,-1.79915321646134,colorfest,2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.282902784933369,0.131290221790271,0.02220828116954,NaN,NA,62.9728308003527,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,2.8,2,2,0.5,0.785398163397448,-1.912676869154,colorfest,2.8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.217827932811589,0.101090124007389,0.0170998103804415,NaN,NA,81.785604713822,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,4,2,2,0.5,0.785398163397448,-1.91400216810428,colorfest,4,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.217164219341496,0.100782106224127,0.0170477079051573,NaN,NA,82.0355639735604,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,5.66,2,2,0.5,0.785398163397448,-1.75903128468891,colorfest,5.66,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.31028383783678,0.143997288316275,0.0243577337517767,NaN,NA,57.4157820554257,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,8,2,2,0.5,0.785398163397448,-1.62162621812932,colorfest,8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.425759376358048,0.197587460881663,0.03342273192169,NaN,NA,41.8433279401831,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,11.3,2,2,0.5,0.785398163397448,-1.25864969510547,colorfest,11.3,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.982066154777942,0.455759681912932,0.0770936252802683,NaN,NA,18.1405184588465,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,16,2,2,0.5,0.785398163397448,-1.13682880513889,colorfest,16,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,1.30005472501459,0.603332601433585,0.102056191761114,NaN,NA,13.7034148376775,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,22.6,2,2,0.5,0.785398163397448,-0.74692269296319,colorfest,22.6,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,3.19056609821992,1.48068577964149,0.250464091457985,NaN,NA,5.58370792521649,0.904788433511642,0.419896446537257,0.0710272114680906
obs_72,Inf,40,30,2,2,0.5,0.785398163397448,-0.263675619067624,colorfest,30,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,9.70766587609857,4.50515750928013,0.76206592779609,NaN,NA,1.83516711802172,0.904788433511642,0.419896446537257,0.0710272114680906
obs_63,Inf,40,1.2,3,2,0.5,0.785398163397448,-2.62482046020989,colorfest,1.2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.0527386465458197,-0.0446939207131124,-0.000652912621212534,NaN,NA,421.522207743773,0.762860488743917,-0.646494144848117,-0.00944433112997181
obs_63,Inf,40,2,3,2,0.5,0.785398163397448,-2.43576366238157,colorfest,2,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.0815052864239186,-0.0690725122413836,-0.00100904808308808,NaN,NA,272.749311127979,0.762860488743917,-0.646494144848117,-0.00944433112997181
obs_63,Inf,40,2.8,3,2,0.5,0.785398163397448,-2.34405727692594,colorfest,2.8,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.100668167579213,-0.085312297428996,-0.00124628752294017,NaN,NA,220.829595491741,0.762860488743917,-0.646494144848117,-0.00944433112997181
obs_63,Inf,40,4,3,2,0.5,0.785398163397448,-2.22463025303266,colorfest,4,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.132531522559455,-0.112315232741404,-0.001640760797917,NaN,NA,167.737533653094,0.762860488743917,-0.646494144848117,-0.00944433112997181
obs_63,Inf,40,5.66,3,2,0.5,0.785398163397448,-2.12538319109739,colorfest,5.66,-1,0,0,0,180,Inf,gabor,27.4744764134073,12.5255235865927,0.955148484552597,d65,NaN,0.166558288389791,-0.141151573333182,-0.00206201743464862,NaN,NA,133.469855750361,0.762860488743917,-0.646494144848117,-0.00944433112997181
