luminance,s_frequency,col_dir_id,bkg_id,ge_sigma,area,N,log_cone_contrast,dataset,ge_lambda,stim_id,t_frequency,orientation,eccentricity,vis_field,var_log_cone_contrast,stimulus,L,M,S,bkg_label,R,L_delta,M_delta,S_delta,R_delta,col_dir_label,sensitivity,L_delta_norm,M_delta_norm,S_delta_norm
20,22.6274169979695,93,64,1.25,6.25,1,-0.505541271373887,robson1966,28.2842712474619,-1,16,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,4.35941248310238,1.88495889322589,0.128985979968783,NaN,NA,3.202884453,0.917533494872012,0.396730735551049,0.02714791441484
20,0.5,93,64,1.25,6.25,1,-1.25363726656848,robson1966,0.625,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,0.77863149799792,0.336671139146827,0.0230380922184152,NaN,NA,17.9323524699999,0.917533494872012,0.396730735551049,0.02714791441484
20,0.707106781186547,93,64,1.25,6.25,1,-1.24682373035083,robson1966,0.883883476483184,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,0.790943578539019,0.341994738553861,0.0234023811633599,NaN,NA,17.6532117400001,0.917533494872012,0.396730735551049,0.02714791441484
20,1,93,64,1.25,6.25,1,-1.23997991180095,robson1966,1.25,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,0.803506368033923,0.347426741575812,0.0237740880666233,NaN,NA,17.37720449,0.917533494872012,0.396730735551049,0.02714791441484
20,1.4142135623731,93,64,1.25,6.25,1,-1.23315628141988,robson1966,1.76776695296637,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,0.816230752660123,0.352928616439673,0.0241505762348964,NaN,NA,17.1063077699999,0.917533494872012,0.396730735551049,0.02714791441484
20,2,93,64,1.25,6.25,1,-1.19139182788774,robson1966,2.5,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,0.898622745286872,0.388553948943623,0.0265883845294166,NaN,NA,15.53788232,0.917533494872012,0.396730735551049,0.02714791441484
20,2.82842712474619,93,64,1.25,6.25,1,-1.13696933807184,robson1966,3.53553390593274,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,1.01859114591297,0.440426880111018,0.0301380008550167,NaN,NA,13.7078498300001,0.917533494872012,0.396730735551049,0.02714791441484
20,4,93,64,1.25,6.25,1,-1.08569116907705,robson1966,5,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,1.1462466139335,0.495623609176436,0.0339150615724469,NaN,NA,12.18123072,0.917533494872012,0.396730735551049,0.02714791441484
20,5.65685424949238,93,64,1.25,6.25,1,-0.945534205467829,robson1966,7.07106781186547,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,1.58283275654727,0.684398343241833,0.0468327406551459,NaN,NA,8.821332771,0.917533494872012,0.396730735551049,0.02714791441484
20,8,93,64,1.25,6.25,1,-0.760922703189924,robson1966,10,-1,22.6274169979695,0,0,180,NaN,grating,13.9626944663427,6.03730553365729,0.413127189896983,CR_Oscilloscope,NaN,2.42128845709896,1.04693676681539,0.0716409070342785,NaN,NA,5.766638182,0.917533494872012,0.396730735551049,0.02714791441484
