observer,age,luminance,s_frequency,col_dir_id,bkg_id,ge_sigma,area,log_cone_contrast,dataset,ge_lambda,stim_id,t_frequency,orientation,eccentricity,vis_field,var_log_cone_contrast,stimulus,sensitivity
obs_2,23,20,6,10,6,0.0833333333333333,0.0218166156499291,-1.433560907,hdr_csf,0.5,-1,0,0,0,180,0.00831963145698387,gabor,27.1369420357456
obs_2,23,20,6,11,6,0.0833333333333333,0.0218166156499291,-0.411522682,hdr_csf,0.5,-1,0,0,0,180,0.00730773337581401,gabor,2.57942367707637
obs_4,23,20,0.5,9,6,1,3.14159265358979,-1.419546615,hdr_csf,0.5,-1,0,0,0,180,0.00719636651252264,gabor,26.2752353658341
obs_4,23,20,0.5,10,6,1,3.14159265358979,-2.373080562,hdr_csf,0.5,-1,0,0,0,180,0.00709009709308161,gabor,236.091614453867
obs_4,23,20,1,9,6,0.5,0.785398163397448,-1.57932991,hdr_csf,0.5,-1,0,0,0,180,0.00909834796153226,gabor,37.9603239498928
obs_4,23,20,1,10,6,0.5,0.785398163397448,-2.033154734,hdr_csf,0.5,-1,0,0,0,180,0.00654172493670278,gabor,107.933120670688
obs_4,23,20,2,9,6,0.25,0.196349540849362,-1.617968157,hdr_csf,0.5,-1,0,0,0,180,0.00890819662853984,gabor,41.4923618814279
obs_4,23,20,2,10,6,0.25,0.196349540849362,-1.566627311,hdr_csf,0.5,-1,0,0,0,180,0.0186020854114524,gabor,36.8661096953873
obs_4,23,20,2,11,6,0.25,0.196349540849362,-0.658901211,hdr_csf,0.5,-1,0,0,0,180,0.00891603774839339,gabor,4.55933192995493
obs_4,23,20,4,9,6,0.125,0.0490873852123405,-1.368257021,hdr_csf,0.5,-1,0,0,0,180,0.0138128309039265,gabor,23.3483944116977
obs_4,23,20,4,10,6,0.125,0.0490873852123405,-1.449656462,hdr_csf,0.5,-1,0,0,0,180,0.0082134160734551,gabor,28.1615440008865
obs_4,23,20,4,11,6,0.125,0.0490873852123405,-0.538663454,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,3.45671404319275
obs_4,23,20,6,9,6,0.0833333333333333,0.0218166156499291,-0.90106869,hdr_csf,0.5,-1,0,0,0,180,0.00558262925033983,gabor,7.96285284577558
obs_4,23,20,6,10,6,0.0833333333333333,0.0218166156499291,-1.000786831,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,10.0181338753348
obs_4,23,20,6,11,6,0.0833333333333333,0.0218166156499291,-0.351564379,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,2.24679981269995
obs_4,23,200,0.5,9,7,1,3.14159265358979,-1.355637416,hdr_csf,0.5,-1,0,0,0,180,0.00787661701795149,gabor,22.6797057680773
obs_4,23,200,0.5,10,7,1,3.14159265358979,-2.604036173,hdr_csf,0.5,-1,0,0,0,180,0.00858639894787282,gabor,401.824277966071
obs_4,23,200,1,9,7,0.5,0.785398163397448,-1.678293054,hdr_csf,0.5,-1,0,0,0,180,0.00694157005373379,gabor,47.6752582242019
obs_4,23,200,1,10,7,0.5,0.785398163397448,-2.356248209,hdr_csf,0.5,-1,0,0,0,180,0.0345410305729405,gabor,227.11625011455
obs_4,23,200,1,11,7,0.5,0.785398163397448,-1.162331273,hdr_csf,0.5,-1,0,0,0,180,0.0104400987710261,gabor,14.5321968804575
obs_4,23,200,2,9,7,0.25,0.196349540849362,-1.596861405,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,39.5240468121668
obs_4,23,200,2,10,7,0.25,0.196349540849362,-1.939273454,hdr_csf,0.5,-1,0,0,0,180,0.0053109449882491,gabor,86.9507743470359
obs_4,23,200,2,11,7,0.25,0.196349540849362,-1.147400909,hdr_csf,0.5,-1,0,0,0,180,0.00871461981355926,gabor,14.0410927778809
obs_4,23,200,4,9,7,0.125,0.0490873852123405,-1.344698598,hdr_csf,0.5,-1,0,0,0,180,0.00681493707371391,gabor,22.1155934640873
obs_4,23,200,4,10,7,0.125,0.0490873852123405,-1.653460669,hdr_csf,0.5,-1,0,0,0,180,0.0150143904786972,gabor,45.0257202810124
obs_4,23,200,4,11,7,0.125,0.0490873852123405,-0.964844881,hdr_csf,0.5,-1,0,0,0,180,0.00512526090761545,gabor,9.2224196682572
obs_4,23,200,6,9,7,0.0833333333333333,0.0218166156499291,-1.105395635,hdr_csf,0.5,-1,0,0,0,180,0.00536924379422456,gabor,12.74663749591
obs_4,23,200,6,10,7,0.0833333333333333,0.0218166156499291,-1.458375184,hdr_csf,0.5,-1,0,0,0,180,0.01006017024016,gabor,28.7326170107607
obs_4,23,200,6,11,7,0.0833333333333333,0.0218166156499291,-0.761727279,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,5.77733138257525
obs_4,23,2000,0.5,9,8,1,3.14159265358979,-1.283034816,hdr_csf,0.5,-1,0,0,0,180,0.011193097511675,gabor,19.1882256037401
obs_4,23,2000,0.5,10,8,1,3.14159265358979,-2.150979763,hdr_csf,0.5,-1,0,0,0,180,0.0307042799924067,gabor,141.572780916448
obs_4,23,2000,0.5,11,8,1,3.14159265358979,-1.232784951,hdr_csf,0.5,-1,0,0,0,180,0.00804763199856616,gabor,17.091687787701
obs_4,23,2000,1,9,8,0.5,0.785398163397448,-1.521229311,hdr_csf,0.5,-1,0,0,0,180,0.005721063745186,gabor,33.2069746784304
obs_4,23,2000,1,10,8,0.5,0.785398163397448,-2.239360675,hdr_csf,0.5,-1,0,0,0,180,0.00734527898588207,gabor,173.524449382872
obs_4,23,2000,1,11,8,0.5,0.785398163397448,-1.230484154,hdr_csf,0.5,-1,0,0,0,180,0.00531243585795936,gabor,17.0013791998065
obs_4,23,2000,2,9,8,0.25,0.196349540849362,-1.454850591,hdr_csf,0.5,-1,0,0,0,180,0.0186389315774722,gabor,28.5003760912053
obs_4,23,2000,2,10,8,0.25,0.196349540849362,-2.013016581,hdr_csf,0.5,-1,0,0,0,180,0.007627236645868,gabor,103.042546047268
obs_4,23,2000,2,11,8,0.25,0.196349540849362,-0.942463313,hdr_csf,0.5,-1,0,0,0,180,0.0153416954490024,gabor,8.75917721411394
obs_4,23,2000,4,9,8,0.125,0.0490873852123405,-1.300246117,hdr_csf,0.5,-1,0,0,0,180,0.015223826749251,gabor,19.9639336122286
obs_4,23,2000,4,10,8,0.125,0.0490873852123405,-1.662002021,hdr_csf,0.5,-1,0,0,0,180,0.00532376070779482,gabor,45.9200149731031
obs_4,23,2000,4,11,8,0.125,0.0490873852123405,-0.870647896,hdr_csf,0.5,-1,0,0,0,180,0.0204680024002391,gabor,7.42416979693118
obs_4,23,2000,6,9,8,0.0833333333333333,0.0218166156499291,-0.905279313,hdr_csf,0.5,-1,0,0,0,180,0.0306009507946243,gabor,8.04043069760296
obs_4,23,2000,6,10,8,0.0833333333333333,0.0218166156499291,-1.439608714,hdr_csf,0.5,-1,0,0,0,180,0.0175501005105339,gabor,27.5174834533282
obs_4,23,2000,6,11,8,0.0833333333333333,0.0218166156499291,-0.647677277,hdr_csf,0.5,-1,0,0,0,180,0.00816494970050216,gabor,4.44300985963843
obs_4,23,0.2,0.5,9,4,1,3.14159265358979,-1.19269596,hdr_csf,0.5,-1,0,0,0,180,0.00624225374459201,gabor,15.5846107656038
obs_4,23,0.2,0.5,10,4,1,3.14159265358979,-1.399621608,hdr_csf,0.5,-1,0,0,0,180,0.00733242359041792,gabor,25.0969882880129
obs_4,23,0.2,0.5,11,4,1,3.14159265358979,-0.50393525,hdr_csf,0.5,-1,0,0,0,180,0.00488485300952137,gabor,3.19106205658071
obs_4,23,0.2,1,9,4,0.5,0.785398163397448,-1.091546215,hdr_csf,0.5,-1,0,0,0,180,0.0152329170384141,gabor,12.3465669290072
obs_4,23,0.2,1,10,4,0.5,0.785398163397448,-0.984869394,hdr_csf,0.5,-1,0,0,0,180,0.00868458758553243,gabor,9.65760400808969
obs_4,23,0.2,1,11,4,0.5,0.785398163397448,-0.394120057,hdr_csf,0.5,-1,0,0,0,180,0.0102809074328576,gabor,2.47810701447111
obs_4,23,0.2,2,9,4,0.25,0.196349540849362,-0.786516686,hdr_csf,0.5,-1,0,0,0,180,0.00775757581403377,gabor,6.11669303409668
obs_4,23,0.2,2,10,4,0.25,0.196349540849362,-0.780349827,hdr_csf,0.5,-1,0,0,0,180,0.0121108479813092,gabor,6.03045147233673
obs_4,23,0.2,4,9,4,0.125,0.0490873852123405,-0.231911143,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,1.70573335888245
obs_4,23,0.2,4,10,4,0.125,0.0490873852123405,-0.403222788,hdr_csf,0.5,-1,0,0,0,180,0.00820889371663461,gabor,2.53059582965377
obs_4,23,0.2,6,10,4,0.0833333333333333,0.0218166156499291,-0.271673648,hdr_csf,0.5,-1,0,0,0,180,0.015168679174645,gabor,1.86927693822918
obs_4,23,20,1,9,6,1,3.14159265358979,-1.683036698,hdr_csf,1,-1,0,0,0,180,0.0105806531811361,gabor,48.1988524063738
obs_4,23,20,1,10,6,1,3.14159265358979,-2.383612187,hdr_csf,1,-1,0,0,0,180,0.0125436905161947,gabor,241.88680995155
obs_4,23,20,1,11,6,1,3.14159265358979,-1.108107996,hdr_csf,1,-1,0,0,0,180,0.00716680142930339,gabor,12.8264949942685
obs_4,23,20,2,9,6,0.5,0.785398163397448,-1.904809643,hdr_csf,1,-1,0,0,0,180,0.0202839098213095,gabor,80.3174003262136
obs_4,23,20,2,10,6,0.5,0.785398163397448,-1.930671304,hdr_csf,1,-1,0,0,0,180,0.00854481591435664,gabor,85.245468903737
obs_4,23,20,2,11,6,0.5,0.785398163397448,-0.97114643,hdr_csf,1,-1,0,0,0,180,0.00693846237158865,gabor,9.35721115748431
obs_4,23,20,4,9,6,0.25,0.196349540849362,-1.550040066,hdr_csf,1,-1,0,0,0,180,0.0057231302306095,gabor,35.4846124185583
obs_4,23,20,4,10,6,0.25,0.196349540849362,-1.564750715,hdr_csf,1,-1,0,0,0,180,0.00977925036438609,gabor,36.707154097894
obs_4,23,20,4,11,6,0.25,0.196349540849362,-1.103707928,hdr_csf,1,-1,0,0,0,180,0.00891481913235336,gabor,12.6971990517245
obs_4,23,20,6,9,6,0.166666666666667,0.0872664625997165,-1.252628066,hdr_csf,1,-1,0,0,0,180,0.0113854595455923,gabor,17.8907301830308
obs_4,23,20,6,10,6,0.166666666666667,0.0872664625997165,-1.320109163,hdr_csf,1,-1,0,0,0,180,NaN,gabor,20.8982135627004
obs_4,23,20,6,11,6,0.166666666666667,0.0872664625997165,-0.667622743,hdr_csf,1,-1,0,0,0,180,0.00668058328583838,gabor,4.6518183016349
obs_4,23,20,2,9,6,1,3.14159265358979,-1.854058499,hdr_csf,2,-1,0,0,0,180,0.00654304608611051,gabor,71.4592574444936
obs_4,23,20,2,10,6,1,3.14159265358979,-2.050904504,hdr_csf,2,-1,0,0,0,180,0.00917688182708756,gabor,112.435771438965
obs_4,23,20,2,11,6,1,3.14159265358979,-1.027316428,hdr_csf,2,-1,0,0,0,180,NaN,gabor,10.6491863790174
obs_4,23,20,4,9,6,0.5,0.785398163397448,-1.46909109,hdr_csf,2,-1,0,0,0,180,0.0255941009113041,gabor,29.4503926885287
obs_4,23,20,4,10,6,0.5,0.785398163397448,-2.854929285,hdr_csf,2,-1,0,0,0,180,NaN,gabor,716.026812004474
obs_4,23,20,4,11,6,0.5,0.785398163397448,-1.170108623,hdr_csf,2,-1,0,0,0,180,0.0127108248287721,gabor,14.7947837970874
obs_4,23,20,6,9,6,0.333333333333333,0.349065850398866,-1.141227871,hdr_csf,2,-1,0,0,0,180,0.00688477654037787,gabor,13.8429251617373
obs_4,23,20,6,10,6,0.333333333333333,0.349065850398866,-1.53878953,hdr_csf,2,-1,0,0,0,180,0.00901644989335728,gabor,34.5771767543258
obs_4,23,20,6,11,6,0.333333333333333,0.349065850398866,-0.980710823,hdr_csf,2,-1,0,0,0,180,0.00995909548667889,gabor,9.56556931316908
obs_5,23,20,0.5,9,6,1,3.14159265358979,-1.208579202,hdr_csf,0.5,-1,0,0,0,180,0.00953336077110277,gabor,16.1651300164333
obs_5,23,20,0.5,10,6,1,3.14159265358979,-2.290001245,hdr_csf,0.5,-1,0,0,0,180,0.0067644212169838,gabor,194.985018942153
obs_5,23,20,0.5,11,6,1,3.14159265358979,-1.502619581,hdr_csf,0.5,-1,0,0,0,180,0.0159387681327367,gabor,31.8140955431653
obs_5,23,20,1,9,6,0.5,0.785398163397448,-1.40157074,hdr_csf,0.5,-1,0,0,0,180,0.0152691440566817,gabor,25.2098777696316
obs_5,23,20,1,10,6,0.5,0.785398163397448,-2.213344339,hdr_csf,0.5,-1,0,0,0,180,0.0104701878200613,gabor,163.434725898328
obs_5,23,20,1,11,6,0.5,0.785398163397448,-1.276526104,hdr_csf,0.5,-1,0,0,0,180,0.0190609283337244,gabor,18.9027984622058
obs_5,23,20,2,9,6,0.25,0.196349540849362,-1.591886924,hdr_csf,0.5,-1,0,0,0,180,0.00710636724940762,gabor,39.0739146923727
obs_5,23,20,2,10,6,0.25,0.196349540849362,-1.514806685,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,32.7195020025818
obs_5,23,20,2,11,6,0.25,0.196349540849362,-0.749295362,hdr_csf,0.5,-1,0,0,0,180,0.00647180846518117,gabor,5.61429672374728
obs_5,23,20,4,9,6,0.125,0.0490873852123405,-1.431073161,hdr_csf,0.5,-1,0,0,0,180,0.0195105753757417,gabor,26.9819393036773
obs_5,23,20,4,10,6,0.125,0.0490873852123405,-1.230553006,hdr_csf,0.5,-1,0,0,0,180,0.0282120951984747,gabor,17.0040747711406
obs_5,23,20,4,11,6,0.125,0.0490873852123405,-0.735463714,hdr_csf,0.5,-1,0,0,0,180,0.00888932632398588,gabor,5.43830691896252
obs_5,23,20,6,9,6,0.0833333333333333,0.0218166156499291,-1.046353525,hdr_csf,0.5,-1,0,0,0,180,0.0089260503545742,gabor,11.1263706912692
obs_5,23,20,6,10,6,0.0833333333333333,0.0218166156499291,-1.15978419,hdr_csf,0.5,-1,0,0,0,180,0.00873742396723971,gabor,14.447216799621
obs_5,23,20,6,11,6,0.0833333333333333,0.0218166156499291,-0.514342432,hdr_csf,0.5,-1,0,0,0,180,0.00776898716047318,gabor,3.26845441306731
obs_5,23,200,0.5,9,7,1,3.14159265358979,-1.241934575,hdr_csf,0.5,-1,0,0,0,180,0.00836215368650465,gabor,17.455591705063
obs_5,23,200,0.5,10,7,1,3.14159265358979,-2.752782045,hdr_csf,0.5,-1,0,0,0,180,0.00982588578914289,gabor,565.955187521607
obs_5,23,200,1,9,7,0.5,0.785398163397448,-1.379587853,hdr_csf,0.5,-1,0,0,0,180,0.0146766984605108,gabor,23.9655749795359
obs_5,23,200,1,10,7,0.5,0.785398163397448,-2.511842277,hdr_csf,0.5,-1,0,0,0,180,0.0070973675404808,gabor,324.969256663045
obs_5,23,200,1,11,7,0.5,0.785398163397448,-1.502951294,hdr_csf,0.5,-1,0,0,0,180,0.0172642723557311,gabor,31.8384043492291
obs_5,23,200,2,9,7,0.25,0.196349540849362,-1.746096868,hdr_csf,0.5,-1,0,0,0,180,0.0083109842001349,gabor,55.7310041298353
obs_5,23,200,2,10,7,0.25,0.196349540849362,-2.035053072,hdr_csf,0.5,-1,0,0,0,180,0.00597320726203083,gabor,108.405938101457
obs_5,23,200,2,11,7,0.25,0.196349540849362,-1.296894999,hdr_csf,0.5,-1,0,0,0,180,0.00578588973583293,gabor,19.8104800252037
obs_5,23,200,4,9,7,0.125,0.0490873852123405,-1.628271674,hdr_csf,0.5,-1,0,0,0,180,0.00458654141991029,gabor,42.48852688747
obs_5,23,200,4,10,7,0.125,0.0490873852123405,-1.686954934,hdr_csf,0.5,-1,0,0,0,180,0.00612284228412291,gabor,48.6356734661408
obs_5,23,200,4,11,7,0.125,0.0490873852123405,-0.773456838,hdr_csf,0.5,-1,0,0,0,180,0.00983750725018232,gabor,5.93549355845261
obs_5,23,200,6,9,7,0.0833333333333333,0.0218166156499291,-1.144143379,hdr_csf,0.5,-1,0,0,0,180,0.00695008357063008,gabor,13.9361681893463
obs_5,23,200,6,10,7,0.0833333333333333,0.0218166156499291,-1.346453844,hdr_csf,0.5,-1,0,0,0,180,0.0102155591880677,gabor,22.2051567868358
obs_5,23,200,6,11,7,0.0833333333333333,0.0218166156499291,-0.793519817,hdr_csf,0.5,-1,0,0,0,180,0.014568479900614,gabor,6.21612611493235
obs_5,23,2000,0.5,9,8,1,3.14159265358979,-1.223181024,hdr_csf,0.5,-1,0,0,0,180,0.0131659658841161,gabor,16.7178730877679
obs_5,23,2000,0.5,10,8,1,3.14159265358979,-2.605317028,hdr_csf,0.5,-1,0,0,0,180,0.00648118490157413,gabor,403.011118620993
obs_5,23,2000,0.5,11,8,1,3.14159265358979,-1.841349165,hdr_csf,0.5,-1,0,0,0,180,0.0116783083241207,gabor,69.3983532139798
obs_5,23,2000,1,9,8,0.5,0.785398163397448,-1.491022169,hdr_csf,0.5,-1,0,0,0,180,0.0123376465576547,gabor,30.9757741414531
obs_5,23,2000,1,10,8,0.5,0.785398163397448,-2.573088989,hdr_csf,0.5,-1,0,0,0,180,0.00645617456362535,gabor,374.187253160917
obs_5,23,2000,1,11,8,0.5,0.785398163397448,-1.648055464,hdr_csf,0.5,-1,0,0,0,180,0.00698674358146611,gabor,44.4688055212105
obs_5,23,2000,2,9,8,0.25,0.196349540849362,-1.530142866,hdr_csf,0.5,-1,0,0,0,180,0.00825360708382186,gabor,33.8955641029046
obs_5,23,2000,2,10,8,0.25,0.196349540849362,-2.263853237,hdr_csf,0.5,-1,0,0,0,180,0.0108606190483965,gabor,183.591781891036
obs_5,23,2000,2,11,8,0.25,0.196349540849362,-1.227917277,hdr_csf,0.5,-1,0,0,0,180,0.00754318544509763,gabor,16.9011897261803
obs_5,23,2000,4,9,8,0.125,0.0490873852123405,-1.481318753,hdr_csf,0.5,-1,0,0,0,180,0.0106144763126514,gabor,30.2913586457468
obs_5,23,2000,4,10,8,0.125,0.0490873852123405,-1.802884801,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,63.5162429176787
obs_5,23,2000,4,11,8,0.125,0.0490873852123405,-1.091464517,hdr_csf,0.5,-1,0,0,0,180,0.0140775957341275,gabor,12.3442445532983
obs_5,23,2000,6,9,8,0.0833333333333333,0.0218166156499291,-1.235877672,hdr_csf,0.5,-1,0,0,0,180,0.0121666074025418,gabor,17.2138364347968
obs_5,23,2000,6,10,8,0.0833333333333333,0.0218166156499291,-1.390848524,hdr_csf,0.5,-1,0,0,0,180,0.00798889940876086,gabor,24.5950961107547
obs_5,23,2,0.5,9,5,1,3.14159265358979,-1.371756009,hdr_csf,0.5,-1,0,0,0,180,0.00890991304159843,gabor,23.537265651581
obs_5,23,2,0.5,10,5,1,3.14159265358979,-2.113985005,hdr_csf,0.5,-1,0,0,0,180,0.0121251888403139,gabor,130.012468751069
obs_5,23,2,0.5,11,5,1,3.14159265358979,-1.254751144,hdr_csf,0.5,-1,0,0,0,180,0.00769148052495539,gabor,17.9784043556631
obs_5,23,2,1,9,5,0.5,0.785398163397448,-1.421108702,hdr_csf,0.5,-1,0,0,0,180,0.00892797896226151,gabor,26.3699133057118
obs_5,23,2,1,10,5,0.5,0.785398163397448,-1.9557428,hdr_csf,0.5,-1,0,0,0,180,0.00906054729142289,gabor,90.311446845317
obs_5,23,2,1,11,5,0.5,0.785398163397448,-0.843897446,hdr_csf,0.5,-1,0,0,0,180,0.00706078135257901,gabor,6.98067543423724
obs_5,23,2,2,9,5,0.25,0.196349540849362,-1.35598569,hdr_csf,0.5,-1,0,0,0,180,0.00805723945089165,gabor,22.6979006108575
obs_5,23,2,2,10,5,0.25,0.196349540849362,-1.519975702,hdr_csf,0.5,-1,0,0,0,180,0.00801239503848194,gabor,33.1112595806455
obs_5,23,2,2,11,5,0.25,0.196349540849362,-0.780106599,hdr_csf,0.5,-1,0,0,0,180,0.00659462333594622,gabor,6.02707504446903
obs_5,23,2,4,10,5,0.125,0.0490873852123405,-1.148841362,hdr_csf,0.5,-1,0,0,0,180,0.00861666343438799,gabor,14.0877411094889
obs_5,23,2,4,11,5,0.125,0.0490873852123405,-0.644716837,hdr_csf,0.5,-1,0,0,0,180,0.00840902904771768,gabor,4.41282634211889
obs_5,23,2,6,9,5,0.0833333333333333,0.0218166156499291,-0.603449121,hdr_csf,0.5,-1,0,0,0,180,0.0106843673133822,gabor,4.01281484088089
obs_5,23,0.2,0.5,9,4,1,3.14159265358979,-0.728352368,hdr_csf,0.5,-1,0,0,0,180,0.0278954753748053,gabor,5.34998258094088
obs_5,23,0.2,0.5,10,4,1,3.14159265358979,-1.797421433,hdr_csf,0.5,-1,0,0,0,180,0.00753667316498593,gabor,62.7222216702854
